作品名称,简介
《知稼翁词》,知稼翁词，宋黄公度撰。公度有《知稼翁集》，已著录。所作词一卷，已见集中。此则毛晋所刊别行本也。词仅十三调，共十四阕。据卷末其子沃跋语，乃收拾未得其半，录而藏之以传后裔者。每词之下，系以本事，并详及同时倡酬诗文。公度之生平本末，可以见其大概。较他家词集特为详备。至汪藻《点绛唇》词“乱鸦啼后，归思浓於酒”句，吴曾《能改斋漫录》改窜作“晓鸦啼后，归梦浓於酒”，兼凭虚撰一事实，殊乖本义。沃因其父有和词，辨正其讹，自属确凿可据。乃朱彝尊选《词综》，犹信吴曾曲说，改藻原词，且坐《草堂》以擅改之罪。不知《草堂》惟以“归思”作“归兴”，其馀实未尝改。彝尊殆偶误记欤？
《少年游》,《少年游·含羞倚醉不成歌》是北宋词人张耒创作的一首词。描写了一个含羞带笑的窈窕淑女的形象，实际上是作者对实事无奈的表达。
《风流子》,《风流子·木叶亭皋下》是北宋文学家张耒的词作。全词以景蕴情，精微细致地抒发了作者内心的孤苦闲愁和对妻子的思念。上片起首一句，点明地点、时令，流露出思乡之意。过片点明所思之人为“玉容”——思妇，揭示词旨所在。“香笺”四句，写游子对闺中人的怀想。接下来四句，转以想像之笔，设想妻子怀念游子时的痛苦情状，表达了游子对妻子深挚的爱情和痛苦的思恋。结尾两句，以质语收束全篇，言相思至极，欲说还休。
《柯山诗余》,《柯山诗余》是张耒创作的现当代小说类书籍。
《江阴浮远堂》,《江阴浮远堂》是南宋诗人戴复古创作的一首七言绝句。诗前两句写登上横冈俯视大江，又在浮远堂上远望万里山河，只觉得忧愁郁结无法排解。后两句说望有山遮住视线，免得见到中原，更加深了自己的沉痛，诗人通过不想看而更深沉地表达对中原的怀念。
《江村晚眺》,中国古诗这首诗在“静”与“动”的描写安排上十分巧妙，色彩运用也恰到好处：黄色的沙滩，斑驳的渔船，深褐色的堤岸，碧绿的江水，青青的芦荡，白色的芦花，洁白的水鸟，在血红的残阳映照下，更显得色彩浓郁，陆离绚丽，耀人眼目。
《淮村兵后》,《淮村兵后》是宋代诗人戴复古所作的一首七言绝句。诗描写的是一幅金兵南侵，江淮一带战乱后荒村的残破景象。作者借景抒情，刻画了战争之后村庄的荒芜，同时也寄托诗人对遭受兵乱的人民表示深厚的同情和对入侵敌人的仇恨。
《春光好》,《春光好·侍宴苑中赏杏花》是宋代曾觌创作的诗词。
《定风波》,《定风波·赏牡丹席上走笔》是宋代曾觌创作的诗词。
《西江月》,《西江月·元夕醉中走笔》是宋代曾觌创作的诗词。
《长相思》,《长相思·游西湖》是宋代词人康与之的词作。词以西湖景物为背景，上片写现实，下片写回忆；通过叙述回忆中的欢乐以反衬现实中的忧愁，思妇情怀，宛然如见。词的风格自然朴素，毫无斧凿痕迹，似民歌的天籁，如西子的淡妆。
《忆王孙》,《忆王孙·春词》是一首别具风格的小令。作者李重元共作有四首《忆王孙》，分别题作“春词”、“夏词”、“秋词”、“冬词”。此词是第一篇。这首词主要是写景，通过写景传达出一种伤春怀人的意绪，那一份杳渺深微的情思是通过景色的转换而逐步加深加浓，逐步显示的。在场景的转换上，词作又呈观一种由大到小，逐步收敛的特征。全词用一连串带有伤感的暮春景物来衬托相思的伤感，深切动人。
《天隐子序》,《天隐子序》是唐代司马承祯创作的一篇散文。
《窦娥冤》,《感天动地窦娥冤》是元代戏曲家关汉卿创作的杂剧，刊行于明万历十年。
《救风尘》,《救风尘》全名《赵盼儿风月救风尘》，杂剧剧本，全剧共四折。现存版本有：明脉望馆校藏《古名家杂剧》本、《新续古名家杂剧》宫集本、《元曲选》乙集本、《元曲大观》本、《元人杂剧全集》本。元代关汉卿所作，是一部杰出的现实主义古典喜剧。主要写恶棍周舍骗娶风尘女子宋引章后又加以虐待，宋引章的结义姐妹赵盼儿巧设计谋将其救出的故事。
《拜月亭》,《拜月亭》又名《王瑞兰闺怨拜月亭》， 古代中国杂剧剧本，是元曲四大爱情剧之一。元代关汉卿作。共四折一楔子。有《元刻古今杂剧三十种》本、《元人杂剧全集》本。仅存曲词和部分宾白，主要写大家闺秀王瑞兰和秀才蒋世隆悲欢离合的婚姻爱情故事。
《陈抟高卧》,《陈抟高卧》是元代马致远所作的一部耐人寻味的神仙道化戏。写宋太祖未遇之时得神仙陈抟指点，做皇帝后欲以富贵报答陈抟，陈抟依旧坚持隐居修道。全剧共四折。
《天净沙·秋思》,《天净沙·秋思》是元曲作家马致远创作的一首小令。此曲以多种景物并置，组合成一幅秋郊夕照图，让天涯游子骑一匹瘦马出现在一派凄凉的背景上，从中透出令人哀愁的情调，抒发了一个飘零天涯的游子在秋天思念故乡、倦于漂泊的凄苦愁楚之情。这支小令句法别致，前三句全由名词性词组构成，一共列出九种景物，言简而意丰。全曲仅五句二十八字，语言极为凝练却容量巨大，意蕴深远，结构精巧，顿挫有致，被后人誉为“秋思之祖”。
《汉宫秋》,《破幽梦孤雁汉宫秋》是元代文学家马致远创作的杂剧。
《迷青琐倩女离魂》,《迷青琐倩女离魂》，简称《倩女离魂》。《录鬼簿》、《太和正音谱》均有著录。《倩女离魂》是郑德辉的代表作，人们通常把它和关汉卿的《拜月亭》、王实甫的《西厢记》、白朴的《墙头马上》称为元曲四大爱情戏。它的情节比较简单。剧写书生王文举幼时父母给他与张倩女订下终身，但后来倩女母亲以“俺家三代不招白衣女婿”为由迫使文举赴考。王文举启程后，张倩女灵魂与躯壳脱离，身躯卧病在床，灵魂却赶上王文举与之同居。王文举一举中第，带倩女的灵魂回来，倩女的灵魂、身躯合而为一，皆大欢喜。倩女魂追王文举的行动告诉我们，封建礼教可以桎梏人的肉体，却控制不了人的思想感情。作者正是通过对倩女离魂的描写，热情讴歌了青年男女为婚姻自由大胆冲破封建礼教藩篱的叛逆精神。曲词艳美动人，情节简单离奇，抒情写景，以景寄情，充满了积极浪漫主义气息。在元杂剧中当属第一流作品。剧本取材于唐·陈玄？的传奇小说《离魂记》。同一题材的杂剧除本剧外，还有赵公辅的《倩女离魂》，已佚。此外还有明初徐田珍的南戏《王文举月夜追倩魂》、明·佚名作者《离魂记》传奇、明·王骥德《倩女离魂》杂剧，均已佚。今存《脉望馆古名家杂剧》本、《古杂剧》本、《元曲选》本、《柳枝集》本。现据《元曲选》本整理。
《虎牢关三战吕布》,郑光祖著作《虎牢关三战吕布》  末本剧本。出场人物：正末—张飞；末—刘备，关羽；冲末—袁绍；外-吕布，曹操；净—孙坚。  剧本源自《三国演义》 “虎牢关三战吕布”。
《倩女离魂》,元杂剧，与《拜月亭》《西厢记》合称三大爱情剧与《拜月亭》《西厢记》《墙头马上》称为四大爱情剧。
《梧桐雨》,《唐明皇秋夜梧桐雨》是元代文学家白朴创作的杂剧。
《墙头马上》,《裴少俊墙头马上》是元代白朴创作杂剧。
《东墙记》,《东墙记》 元·白朴作。写书生马文辅与董秀英相爱而私自结合，最终大团圆的故事。共五折一楔子。
《天净沙·秋》,《天净沙·秋》是元代曲作家白朴创作的一首写景散曲，作者通过撷取十二种景物，描绘出一幅景色从萧瑟、寂寥到明朗、清丽的秋景图。这是一首描写当时社会的抒情曲，写出了诗人由冷寂惆怅之感到开朗希望的情怀。这篇散曲用笔精深，风格独具，婉约清丽，意境新颖，颇有词的意境。
《水浒传》,《水浒传》，中国四大名著之一，是一部以北宋末年宋江起义为主要故事背景、类型上属于英雄传奇的章回体长篇小说。作者或编者一般被认为是施耐庵，现存刊本署名大多有施耐庵、罗贯中两人中的一人，或两人皆有。
《三国演义》,《三国演义》是中国古典四大名著之一，是中国第一部长篇章回体历史演义小说，全名为《三国志通俗演义》，作者是元末明初的著名小说家罗贯中。《三国志通俗演义》成书后有嘉靖壬午本等多个版本传于世，到了明末清初，毛宗岗对《三国演义》整顿回目、修正文辞、改换诗文。
《西游记》,《西游记》是中国古代第一部浪漫主义章回体长篇神魔小说。现存明刊百回本《西游记》均无作者署名。清代学者吴玉搢等首先提出《西游记》作者是明代吴承恩。这部小说以“唐僧取经”这一历史事件为蓝本，通过作者的艺术加工，深刻地描绘了当时的社会现实。全书主要描写了孙悟空出世及大闹天宫后，遇见了唐僧、猪八戒和沙僧三人，西行取经，一路降妖伏魔，经历了九九八十一难，终于到达西天见到如来佛祖，最终五圣成真的故事。
《红楼梦》,《红楼梦》，中国古代章回体长篇小说，又名《石头记》等，被列为中国古典四大名著之首，一般认为是清代作家曹雪芹所著。小说以贾、史、王、薛四大家族的兴衰为背景，以富贵公子贾宝玉为视角，描绘了一批举止见识出于须眉之上的闺阁佳人的人生百态，展现了真正的人性美和悲剧美，可以说是一部从各个角度展现女性美的史诗。
《左氏春秋》,《春秋左氏传》，原名《左氏春秋》，汉代时又名《春秋左氏》、《春秋内传》，汉代以后才多称《左传》。
《国语》,《国语》是中国最早的一部国别体著作。记录范围为上起周穆王十二年西征犬戎，下至智伯被灭。《国语》中包括各国贵族间朝聘、宴飨、讽谏、辩说、应对之辞以及部分历史事件与传说。
《史记》,《史记》是西汉史学家司马迁撰写的纪传体史书，是中国历史上第一部纪传体通史，记载了上至上古传说中的黄帝时代，下至汉武帝太初四年间共3000多年的历史。太初元年，司马迁开始了《太史公书》即后来被称为《史记》的史书创作。前后经历了14年，才得以完成。
《报任少卿书》,《报任安书》是汉代史学家、文学家司马迁写给其友人任安的一封回信。作者在信中以激愤的心情，陈述了自己的不幸遭遇，抒发了为著作《史记》而不得不含垢忍辱苟且偷生的痛苦心情。文章发语酸楚沉痛，笔端饱含感情，是一篇不可多得奇文，具有极其重要的史料价值。全文结构严谨，层次井然，前后照应；说理和叙事融为一体，清晰透辟；语言丰富而生动，句子或长或短，以排比、对偶句穿插其间，使文章更富于感情色彩。
