本名,外文名,别名,字号,所处时代,国籍,毕业院校,民族,出生时间,逝世时间,职业,官职,出生地,代表作品,人物关系,简介
顾颉刚,,诵坤，顾诵坤,,,中国,北京大学哲学部,汉人,1893年5月8日,1980年12月25日,中国历史学家，民俗学家,,江苏吴县,《古史辨》，《当今中国史学》,,顾颉刚，名诵坤，字铭坚，号颉刚；小名双庆，笔名有余毅、铭坚等。汉人，江苏苏州人。中国现代著名历史学家、民俗学家，古史辨学派创始人，现代历史地理学和民俗学的开拓者、奠基人。1920年，顾颉刚毕业于北京大学，后历任厦门大学、中山大学、燕京大学、北京大学、云南大学、兰州大学等校教授。新中国成立后，任中国科学院历史研究所研究员、中国民间文艺研究会副主席、民主促进会中央委员等职。
丁西林,,,,,中国,英国伯明翰大学,汉族,1893,1974,剧作家，物理学家，社会活动家,,,《一只马蜂》，《压迫》，《三块钱国币》，《等太太归来》,,丁西林中国剧作家、物理学家、社会活动家。原名丁燮林，字巽甫。1893年9月29日生于江苏省泰兴县黄桥镇。1913年毕业于上海交通部工业专门学校 ，1914年，入英国伯明翰大学攻读物理学和数学。1920年归国，历任北京大学物理系教授、国立中央研究院物理研究所所长。
林语堂,,和乐，玉堂,,,中国,哈佛大学，莱比锡大学,汉,1895年10月10日,1976年3月26日,著名学者，文学家，语言学家,,福建漳州平和县坂仔镇,《京华烟云》，《吾国与吾民》，《生活的艺术》，《老子的智慧》,妻子：廖翠凤,林语堂，福建龙溪人，原名和乐，后改玉堂，又改语堂，中国现代著名作家、学者、翻译家、语言学家，新道家代表人物。早年留学美国、德国，获哈佛大学文学硕士，莱比锡大学语言学博士。回国后在清华大学、北京大学、厦门大学任教。1945年赴新加坡筹建南洋大学，任校长。曾任联合国教科文组织美术与文学主任、国际笔会副会长等职。林语堂于1940年和1950年先后两度获得诺贝尔文学奖提名。曾创办《论语》《人间世》《宇宙风》等刊物，作品包括小说《京华烟云》《啼笑皆非》。散文和杂文文集《人生的盛宴》《生活的艺术》以及译著《东坡诗文选》《浮生六记》等。1966年定居台湾，1967年受聘为香港中文大学研究教授，主持编撰《林语堂当代汉英词典》。1976年在香港逝世，享年80岁。
柔石,,金桥，赵平复，少雄,,,中国,浙江省立第一师范学校,汉族,1902年9月28日,1931年2月7日,作家，革命家,,浙江宁海,《二月》，《三姊妹》，《为奴隶的母亲》,女友：冯铿,柔石，男性，浙江宁海人。姓赵，名平福，后改为平复，笔名柔石、金桥、赵璜、刘志清等。中国作家、中国共产党员，左联五烈士之一。短篇小说集《疯人》《希望》，中篇小说《三姊妹》《二月》《为奴隶的母亲》，长篇小说《旧时代之死》，诗歌《战》《血在沸——纪念一个在南京被杀害的湖南小同志的死》，报告文学《一个伟大的印象》以及杂文《个人主义与流氓本相》等；译作有《丹麦短篇小说集》《颓废》，他还编辑出版了刊物《语丝》26期、《朝花周刊》20期、《朝花旬刊》12期，以及专门介绍外国版画的画集《艺苑朝华》5辑，对繁荣我国的革命文艺创作，推进新文化运动和扶植新生的木刻艺术有着不朽的功绩。
沈从文,,沈岳焕,,,中国,高小毕业,苗族,1902年12月28日,1988年5月10日,作家,,湖南凤凰县,《边城》，《中国丝绸图案》，《唐宋铜镜》，《龙凤艺术》,"爷爷：沈宏富
学生：汪曾祺
表侄：黄永玉，黄永厚",沈从文，男，原名沈岳焕，乳名茂林，字崇文，笔名休芸芸、甲辰、上官碧、璇若等，湖南凤凰人，中国著名作家、历史文物研究者。14岁时，他投身行伍，浪迹湘川黔交界地区。1924年开始进行文学创作，撰写出版了《长河》、《边城》等小说。1931年－1933年在青岛大学任教，抗战爆发后到西南联大任教，1946年回到北京大学任教，建国后在中国历史博物馆和中国社会科学院历史研究所工作，主要从事中国古代历史与文物的研究，著有《中国古代服饰研究》。1988年病逝于北京，享年86岁。
冯雪峰,,冯福春，画室，洛扬,,,中国,浙江第一师范学校,汉族,1903年6月2日,1976年1月31日,现代著名诗人，文艺理论家,,浙江义乌,《湖畔》，《雪峰文集》,,冯雪峰，原名福春，笔名雪峰、画室、洛阳等，浙江义乌人。现代著名诗人、文艺理论家。1921年考入浙江省立第一师范，1925年到北京大学旁听日语，1926年开始翻译日本、苏联的文学作品及文艺理论专著。1927年加入中国共产党。1928年结识了鲁迅，编辑出版《萌芽》月刊，并与鲁迅共同编辑《科学的艺术论丛书》。1929年参加筹备中国左翼作家联盟，后任“左联”党团书记、中共上海文化工作委员会书记。1933年底到瑞金任中共中央党校副校长。1934年参加长征。1936年春到上海，任中共上海办事处副主任。1937年回家乡，创作反映长征的长篇小说《卢代之死》。1941年被捕，1942年11月下旬被营救出狱。1943年到重庆，在中华文艺界抗敌协会工作。1950年任上海市文联副主席，鲁迅著作编刊社社长兼总编。后调北京，先后任人民文学出版社社长兼总编、《文艺报》主编、中国作协副主席、党组书记。1954年因《红楼梦》研究问题和“胡风事件”受批判，1957年被划为右派；1966年又被关进牛棚。1976年患肺癌去世。1979年中共中央为他彻底平反并恢复名誉。
丁玲,,蒋炜，丁冰之，彬芷，从喧,,,中国,上海大学中国文学系,汉族,1904年10月12日,1986年3月4日,著名作家，社会活动家,,湖南省临澧县佘市镇高丰村,《太阳照在桑干河上》，《莎菲女士的日记》,"丈夫：胡也频
女儿：蒋祖慧
学生：劫夫",丁玲，女，原名蒋伟，字冰之，又名蒋炜、蒋玮、丁冰之，笔名彬芷、从喧等，湖南临澧人，毕业于上海大学中国文学系，中共党员，著名作家、社会活动家。1936年11月，丁玲到达陕北保安，是第一个到延安的文人。丁玲的到来，给陕甘宁抗日根据地原本力量薄弱的文艺运动增添了新鲜的血液。她在中国现代文学史上作出过无法取代的贡献。代表著作有处女作《梦珂》，长篇小说《太阳照在桑干河上》《莎菲女士的日记》，短篇小说集《在黑暗中》等。1986年3月4日，丁玲在北京多福巷家中逝世，享年82岁。
吴伯箫,,熙成,,,中国,曲阜师范学校,汉,1906年03月13日,1982年08月10日,散文家和教育家,,山东省济南市莱芜区吴花园村,《羽书》,,吴伯箫， 原名熙成，当代著名的散文家和教育家。“文化大革命”中被开除党籍。“文化大革命”结束后，任全国中学语文教学研究会会长、《写作》主编、中国写作研究会会长等职，并参加郭沫若著作编辑委员会领导工作。1981年10月，出访英国，不久，当选全国文联理事。1982年8月病逝。
李健吾,,,,,中国,清华大学,汉族,1906年8月17日,1982年11月24日,作家，戏剧家，文艺评论家,,山西运城,《草莽》，《这不过是春天》，《青春》，《山东好》，《金小玉》,老师：石评梅,李健吾，笔名刘西渭。近代著名作家、戏剧家。从小喜欢戏剧和文学。1930年毕业于清华大学文学院外文系。1931年赴法国巴黎现代语言专修学校学习，1933年回国。历任国立暨南大学文学院教授，上海孔德研究所研究员，上海市戏剧专科学校教授，北大文学研究所、中国科学院外文所研究员。中国文联第四届委员。著有长篇小说《心病》等。译有莫里哀、托尔斯泰、高尔基、屠格涅夫、福楼拜、司汤达、巴尔扎克等名家的作品，并有研究专著问世。曾任国务院学位委员会评议组成员、法国文学研究会名誉会长。
萧军,,田军，三郎，刘鸿霖,,,中国,,汉族,1907年7月3日,1988年6月22日,作家,,辽宁省凌海市沈家台镇下碾盘沟村,《八月的乡村》，《第三代》,妻子：萧红,萧军，中国全国文联委员、中国作家协会理事、中国作家。原名刘鸿霖，笔名三郎、田军等。萧军于1907年7月3日出生在辽宁省凌海市沈家台镇下碾盘沟村。由于家境贫困只上过小学。1925年开始军旅生涯，担任过见习官、军事及武术助教等职务。写作生涯是在军队中开始的。1932年，萧军在哈尔滨化名“三郎”正式开始文学创作，并和中共地下党员、进步青年一起共同开展文学艺术活动。经过将近一年的努力，萧军创作完成了表现东北人民革命军抗日斗争的长篇小说《八月的乡村》。
吴组缃,,吴祖襄,,近代,中国,清华大学,汉族,1908年4月5日,1994年1月11日,小说家，散文家，古典文学研究家,,安徽泾县,《一千八百担》，《鸭嘴涝》，《天下太平》，《樊家铺》,,吴组缃，二十世纪著名作家，原名吴祖襄，字仲华，安徽省泾县茂林人。1921年起先后在宣城安徽省立八中、芜湖省立五中和上海求学。在芜湖五中念书时曾编辑学生会创办的文艺周刊《赭山》，并开始在《皖江日报》副刊发表诗文，代表作品《一千八百担》。
曹禺,,添甲，万家宝,字：小石,,中国,清华大学,汉族,1910年9月24日,1996年12月13日,剧作家,,天津,《雷雨》，《日出》，《原野》，《北京人》,"妻子：李玉茹
女儿：万方，万昭
前女友：郑秀
老师：张彭春
同门：冯至",曹禺，中国杰出的现代话剧剧作家，原名万家宝，字小石，小名添甲。汉族，祖籍湖北潜江，出生在天津一个没落的封建官僚家庭里。其父曾任总统黎元洪的秘书，后赋闲在家，抑郁不得志。曹禺幼年丧母，在压抑的氛围中长大，个性苦闷而内向。1922年，入读南开中学，并参加了南开新剧团。曹禺笔名的来源是因为本姓“万”，繁体万字为草字头下一个禺。于是他将万字上下拆为‘草禺’，又因“草”不像个姓，故取谐音字个‘曹’，两者组合而得曹禺。曹禺是中国现代话剧史上成就最高的剧作家。曹禺自小随继母辗转各个戏院听曲观戏，故而从小心中便播下了戏剧的种子。其代表作品有《雷雨》、《日出》、《原野》、《北京人》。1996年12月13日，因长期疾病，曹禺在北京医院辞世，享年86岁。曹禺作为中国新文化运动的开拓者之一，与鲁迅、郭沫若、茅盾、巴金、老舍齐名。他是中国现代戏剧的泰斗，戏剧教育家，历任中国文联常委委员、执行主席；中国戏剧家协会常务理事，副主席；中国作协理事，北京市文联主席；中央戏剧学院副院长，名誉院长；北京人民艺术剧院院长等职务。他所创造的每一个角色，都给人留下了难忘的印象。1934年曹禺的话剧处女作《雷雨》问世，在中国现代话剧史上具有极其重大的意义，它被公认为是中国现代话剧成熟的标志，曹禺先生也因此被誉为“东方的莎士比亚”。
